# Radial distribution function in trajectory ewald/nacl/molten/md/NVT/trajectory.nc
# Using selection: pairs: name(#1) Na and name(#2) Cl
# r   g(r)   N_ij(r)   N_ji(r)
8.775 0.930954 43.8499 43.8499
8.825 0.940632 44.5706 44.5706
8.875 0.948709 45.3057 45.3057
8.925 0.958718 46.057 46.057
8.975 0.96837 46.8244 46.8244
9.025 0.979926 47.6096 47.6096
9.075 0.986786 48.4091 48.4091
9.125 0.998194 49.2267 49.2267
9.175 1.00649 50.0603 50.0603
9.225 1.01603 50.9109 50.9109
9.275 1.0252 51.7785 51.7785
9.325 1.03288 52.6621 52.6621
9.375 1.04176 53.5629 53.5629
9.425 1.04953 54.4801 54.4801
9.475 1.05493 55.4118 55.4118
9.525 1.06197 56.3596 56.3596
9.575 1.0687 57.3235 57.3235
9.625 1.07396 58.3023 58.3023
9.675 1.07618 59.2933 59.2933
9.725 1.08016 60.2983 60.2983
9.775 1.08147 61.3149 61.3149
9.825 1.08435 62.3447 62.3447
9.875 1.08378 63.3844 63.3844
9.925 1.08495 64.4358 64.4358
9.975 1.08413 65.497 65.497
